PLAYER NAME,TEAM,OPPONENT,DATE,POS,"starter
1=y
0=n","venue
1=h
0=a",MINS,FGM,FGA,3PM,3PA,FTM,FTA`,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS,"double dbl
1=y
0=n","triple dbl
1=y
0=n",dk score,fd score
B. Fernando,Hawks,Grizzlies,12/17/2020,PF,0,0,8,1,1,0,0,1,2,0,2,2,0,0,2,0,1,8,3,0,0,9.5,11.4
S. Hill,Hawks,Grizzlies,12/17/2020,SF,0,0,18,1,4,1,4,0,0,0,1,1,0,0,0,0,2,0,3,0,0,4.75,4.2
C. Reddish,Hawks,Grizzlies,12/17/2020,SF,0,0,19,3,6,2,4,4,4,0,5,5,2,3,0,2,1,-22,12,0,0,27.25,28
R. Rondo,Hawks,Grizzlies,12/17/2020,PG,0,0,19,1,4,1,3,0,0,0,3,3,7,0,1,1,1,-2,3,0,0,19.25,19.1
S. Mays,Hawks,Grizzlies,12/17/2020,SG,0,0,2,1,2,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,4.75,4.7
K. Huerter,Hawks,Grizzlies,12/17/2020,SG,0,0,18,3,12,0,6,0,0,1,2,3,4,2,0,1,4,-14,6,0,0,19.25,20.6
K. Anderson,Grizzlies,Hawks,12/17/2020,SF,1,0,24,3,6,3,4,2,4,1,6,7,2,0,0,1,1,29,11,0,0,23.75,21.4
J. Valanciunas,Grizzlies,Hawks,12/17/2020,C,1,0,28,7,9,2,2,4,4,1,12,13,1,1,1,1,2,10,20,1,0,43.75,42.1
J. Morant,Grizzlies,Hawks,12/17/2020,PG,1,0,28,7,12,0,3,4,6,0,4,4,13,2,0,3,3,27,18,1,0,46.5,45.3
G. Allen,Grizzlies,Hawks,12/17/2020,SG,1,0,23,3,12,3,9,0,0,0,1,1,0,0,0,1,1,10,9,0,0,11.25,9.2
D. Brooks,Grizzlies,Hawks,12/17/2020,SG,1,0,23,10,15,4,8,0,0,2,2,4,4,0,1,3,4,18,24,0,0,37.5,34.8
B. Boatwright,Grizzlies,Hawks,12/17/2020,PF,0,0,6,2,4,1,3,0,0,0,2,2,1,1,0,0,1,-6,5,0,0,11.5,11.9
B. Clarke,Grizzlies,Hawks,12/17/2020,SF,0,0,18,3,6,1,1,0,0,3,3,6,2,0,1,1,0,-1,7,0,0,19.5,19.2
S. McDermott,Grizzlies,Hawks,12/17/2020,SF,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
G. Dieng,Grizzlies,Hawks,12/17/2020,C,0,0,14,2,4,0,2,0,0,1,5,6,0,1,0,0,3,18,4,0,0,13.5,14.2
T. Jones,Grizzlies,Hawks,12/17/2020,PG,0,0,16,1,4,1,4,4,4,0,3,3,4,1,0,1,0,-1,7,0,0,18.75,18.6
A. Caver,Grizzlies,Hawks,12/17/2020,PG,0,0,6,0,2,0,1,0,0,1,1,2,2,0,0,0,0,-6,0,0,0,5.5,5.4
D. Bane,Grizzlies,Hawks,12/17/2020,SG,0,0,22,4,10,2,6,0,0,2,4,6,3,1,1,2,2,5,10,0,0,26,25.7
D. Melton,Grizzlies,Hawks,12/17/2020,SG,0,0,19,2,8,2,5,2,2,0,4,4,1,0,0,2,2,16,8,0,0,14.5,12.3
S. Buchanan,Grizzlies,Hawks,12/17/2020,SG,0,0,7,2,4,0,1,1,2,0,0,0,0,0,0,0,3,-3,5,0,0,5,5
R. Covington,Trail Blazers,Nuggets,12/18/2020,PF,1,0,27,3,8,2,5,0,0,0,7,7,2,0,1,1,5,-12,8,0,0,22.25,21.4
R. Hood,Trail Blazers,Nuggets,12/18/2020,SF,1,0,19,2,5,1,3,2,2,0,1,1,3,0,0,1,0,-6,7,0,0,12.75,11.7
D. Jones Jr.,Trail Blazers,Nuggets,12/18/2020,SF,1,0,19,3,4,0,0,1,1,0,2,2,3,1,0,0,1,-21,7,0,0,16,16.9
J. Nurkic,Trail Blazers,Nuggets,12/18/2020,C,1,0,22,2,6,0,2,0,0,2,4,6,4,0,0,5,3,-8,4,0,0,15,12.2
C. McCollum,Trail Blazers,Nuggets,12/18/2020,SG,1,0,30,8,20,4,9,6,6,0,1,1,2,0,0,2,2,-21,26,0,0,31.25,28.2
C. Anthony,Trail Blazers,Nuggets,12/18/2020,PF,0,0,13,0,7,0,1,3,4,1,1,2,0,0,0,1,1,-19,3,0,0,5,4.4
C. Elleby,Trail Blazers,Nuggets,12/18/2020,F,0,0,24,1,6,0,2,2,2,0,6,6,0,1,0,1,1,-18,4,0,0,13,13.2
E. Kanter,Trail Blazers,Nuggets,12/18/2020,C,0,0,19,3,6,0,0,4,4,7,2,9,1,0,0,3,6,-23,10,0,0,21.25,19.3
H. Giles III,Trail Blazers,Nuggets,12/18/2020,C,0,0,22,2,5,0,2,0,0,1,4,5,1,1,0,1,3,-15,4,0,0,13.25,13.5
G. Trent Jr.,Trail Blazers,Nuggets,12/18/2020,SG,0,0,33,7,18,3,8,1,2,0,1,1,0,0,0,0,2,-21,18,0,0,20.75,19.2
K. Blevins,Trail Blazers,Nuggets,12/18/2020,G,0,0,12,2,4,0,1,1,2,0,2,2,1,0,0,0,0,-1,5,0,0,9,8.9
P. Millsap,Nuggets,Trail Blazers,12/18/2020,PF,1,0,15,9,13,2,5,4,4,1,4,5,1,2,1,0,1,18,24,0,0,38.75,40.5
W. Barton,Nuggets,Trail Blazers,12/18/2020,SF,1,0,20,1,4,1,2,0,0,0,3,3,4,2,0,0,0,7,3,0,0,17.25,18.6
N. Jokic,Nuggets,Trail Blazers,12/18/2020,C,1,0,17,2,3,0,1,0,0,2,3,5,6,2,1,0,0,14,4,0,0,25.25,28
J. Murray,Nuggets,Trail Blazers,12/18/2020,PG,1,0,16,2,3,0,0,4,4,0,1,1,1,0,0,2,1,18,8,0,0,9.75,8.7
G. Harris,Nuggets,Trail Blazers,12/18/2020,SG,1,0,15,5,8,2,5,0,0,0,3,3,0,0,0,2,2,18,12,0,0,15.75,13.6
M. Porter Jr.,Nuggets,Trail Blazers,12/18/2020,PF,0,0,22,6,12,4,9,4,5,5,4,9,3,1,0,1,3,21,20,0,0,39.25,37.3
Z. Nnaji,Nuggets,Trail Blazers,12/18/2020,PF,0,0,12,3,6,1,2,0,0,0,2,2,1,0,1,0,1,1,7,0,0,13.5,13.9
V. Cancar,Nuggets,Trail Blazers,12/18/2020,SF,0,0,12,1,4,0,1,0,0,1,1,2,1,1,0,0,1,1,2,0,0,8,8.9
I. Hartenstein,Nuggets,Trail Blazers,12/18/2020,C,0,0,19,3,6,0,0,3,5,4,2,6,3,1,3,2,3,18,9,0,0,28,30.7
B. Bol,Nuggets,Trail Blazers,12/18/2020,C,0,0,23,4,12,2,6,6,9,2,6,8,1,0,0,1,1,22,16,0,0,28,26.1
F. Campazzo,Nuggets,Trail Blazers,12/18/2020,PG,0,0,15,1,5,1,3,0,0,0,0,0,0,1,0,1,5,10,3,0,0,5,5
M. Morris,Nuggets,Trail Blazers,12/18/2020,PG,0,0,19,4,8,3,5,0,0,0,1,1,3,0,0,0,1,6,11,0,0,18.25,16.7
P. Dozier,Nuggets,Trail Blazers,12/18/2020,PG,0,0,14,2,4,1,2,0,0,1,2,3,4,0,2,1,2,3,5,0,0,18.75,19.6
M. Howard,Nuggets,Trail Blazers,12/18/2020,PG,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
R. Hampton,Nuggets,Trail Blazers,12/18/2020,PG,0,0,18,2,7,1,3,0,0,1,4,5,2,1,0,2,2,6,5,0,0,15.75,15
R. Hachimura,Wizards,Nets,12/13/2020,PF,1,0,23,7,16,3,4,1,1,1,3,4,0,0,0,1,4,8,18,0,0,24,21.8
T. Brown Jr.,Wizards,Nets,12/13/2020,SF,1,0,22,5,11,2,3,2,3,1,5,6,5,3,0,1,2,4,14,0,0,35.5,36.7
D. Avdija,Wizards,Nets,12/13/2020,SF,1,0,24,6,6,3,3,0,0,1,3,4,2,0,0,1,2,6,15,0,0,24,21.8
T. Bryant,Wizards,Nets,12/13/2020,C,1,0,22,4,8,2,5,0,0,2,3,5,5,0,0,0,4,9,10,0,0,24.75,23.5
R. Neto,Wizards,Nets,12/13/2020,PG,1,0,25,4,6,0,1,9,10,1,2,3,6,1,0,0,2,7,17,0,0,31.75,32.6
A. Gill,Wizards,Nets,12/13/2020,PF,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-5,0,0,0,1.25,1.2
Y. Childs,Wizards,Nets,12/13/2020,PF,0,0,7,1,4,0,0,1,2,3,2,5,0,0,0,2,0,2,3,0,0,8.25,7
I. Bonga,Wizards,Nets,12/13/2020,SF,0,0,22,2,6,0,3,0,0,1,1,2,2,0,0,1,4,-8,4,0,0,9,8.4
R. Lopez,Wizards,Nets,12/13/2020,C,0,0,14,0,4,0,2,0,0,0,2,2,1,0,0,3,2,-10,0,0,0,2.5,0.9
M. Wagner,Wizards,Nets,12/13/2020,C,0,0,18,5,9,2,3,1,2,1,6,7,0,4,0,2,3,-15,13,0,0,29.75,31.4
A. Pasecniks,Wizards,Nets,12/13/2020,C,0,0,7,1,3,0,0,0,0,1,1,2,0,0,0,0,1,2,2,0,0,4.5,4.4
C. Winston,Wizards,Nets,12/13/2020,PG,0,0,18,3,9,0,3,0,0,0,2,2,3,0,0,3,3,-6,6,0,0,11.5,9.9
G. Mathews,Wizards,Nets,12/13/2020,SG,0,0,20,3,6,2,3,2,4,0,0,0,1,0,1,0,2,-11,10,0,0,14.5,14.5
C. Homesley,Wizards,Nets,12/13/2020,SG,0,0,10,1,7,0,5,0,0,1,3,4,0,0,0,0,0,-5,2,0,0,7,6.8
M. Taylor,Wizards,Nets,12/13/2020,SG,0,0,6,0,1,0,1,0,0,0,0,0,1,0,0,1,3,-3,0,0,0,1,0.5
K. Durant,Nets,Wizards,12/13/2020,SF,1,0,24,5,12,0,2,5,6,0,3,3,3,0,2,3,3,-3,15,0,0,25.75,26.1
D. Jordan,Nets,Wizards,12/13/2020,C,1,0,17,2,3,0,0,0,0,0,7,7,1,0,0,0,2,-10,4,0,0,14.25,13.9
K. Irving,Nets,Wizards,12/13/2020,PG,1,0,17,7,9,2,3,2,4,0,1,1,4,1,1,0,2,8,18,0,0,30.25,31.2
S. Dinwiddie,Nets,Wizards,12/13/2020,PG,1,0,25,3,6,0,3,4,6,1,5,6,7,0,0,3,4,11,10,0,0,26.5,24.7
J. Harris,Nets,Wizards,12/13/2020,SG,1,0,19,2,5,0,2,0,0,1,0,1,0,0,0,0,0,-13,4,0,0,5.25,5.2
J. Green,Nets,Wizards,12/13/2020,PF,0,0,17,2,4,1,2,2,2,0,1,1,2,0,0,1,1,6,7,0,0,11.25,10.2
T. Prince,Nets,Wizards,12/13/2020,PF,0,0,22,3,5,3,4,2,2,0,2,2,1,0,0,1,0,17,11,0,0,16,13.9
R. Perry,Nets,Wizards,12/13/2020,PF,0,0,16,2,3,0,1,1,3,1,6,7,0,0,1,2,3,9,5,0,0,14.75,14.4
R. Kurucs,Nets,Wizards,12/13/2020,SF,0,0,7,2,3,1,2,0,0,0,1,1,1,0,0,1,0,2,5,0,0,7.75,6.7
J. Allen,Nets,Wizards,12/13/2020,C,0,0,15,0,2,0,0,3,6,0,4,4,0,1,2,1,1,6,3,0,0,13.5,15.8
C. Chiozza,Nets,Wizards,12/13/2020,PG,0,0,9,2,5,2,2,2,4,1,1,2,2,1,0,0,1,1,8,0,0,16.5,16.4
T. Johnson,Nets,Wizards,12/13/2020,SG,0,0,12,2,5,1,1,0,0,0,1,1,1,1,0,1,0,2,5,0,0,9.75,9.7
T. Luwawu-Cabarrot,Nets,Wizards,12/13/2020,SG,0,0,20,3,5,1,3,4,5,0,2,2,1,0,0,2,2,-21,11,0,0,14.5,12.9
L. Shamet,Nets,Wizards,12/13/2020,SG,0,0,21,3,7,3,5,4,7,1,2,3,0,1,0,0,1,10,13,0,0,20.25,19.6
A. Drummond,Cavaliers,Knicks,12/16/2020,C,1,0,21,7,16,1,2,3,4,4,10,14,5,0,0,2,0,17,18,1,0,44,40.3
T. Maker,Cavaliers,Knicks,12/16/2020,C,1,0,26,1,6,0,2,3,3,1,5,6,1,0,1,2,1,0,5,0,0,15,14.7
D. Garland,Cavaliers,Knicks,12/16/2020,PG,1,0,23,4,13,2,3,3,4,0,1,1,5,1,0,1,3,20,13,0,0,24.25,23.7
D. Dotson,Cavaliers,Knicks,12/16/2020,SG,1,0,26,3,6,0,2,0,0,1,1,2,3,0,0,1,0,-2,6,0,0,12.5,11.9
I. Okoro,Cavaliers,Knicks,12/16/2020,SG,1,0,30,3,5,2,3,2,2,0,1,1,2,2,0,3,4,3,10,0,0,17.75,17.2
D. Wade,Cavaliers,Knicks,12/16/2020,PF,0,0,22,3,6,3,5,0,0,1,3,4,0,1,1,2,5,-3,9,0,0,18.5,17.8
L. Stevens,Cavaliers,Knicks,12/16/2020,PF,0,0,10,1,3,0,0,0,0,0,2,2,0,0,0,0,1,-21,2,0,0,4.5,4.4
M. Bolden,Cavaliers,Knicks,12/16/2020,C,0,0,22,4,8,0,0,0,0,2,3,5,0,0,3,2,2,-17,8,0,0,19.25,21
D. Windler,Cavaliers,Knicks,12/16/2020,SG,0,0,17,4,7,2,4,1,1,0,2,2,1,0,0,3,1,2,11,0,0,14.5,11.9
L. Randolph,Cavaliers,Knicks,12/16/2020,G,0,0,21,2,5,2,4,1,2,2,2,4,2,1,1,2,2,-11,7,0,0,19,18.8
M. Mooney,Cavaliers,Knicks,12/16/2020,G,0,0,22,1,7,1,1,1,2,1,2,3,4,2,0,4,3,-23,4,0,0,16.25,15.6
J. Randle,Knicks,Cavaliers,12/16/2020,PF,1,0,29,7,10,0,2,4,6,2,3,5,3,1,1,2,1,-9,18,0,0,31.75,32.5
R. Bullock,Knicks,Cavaliers,12/16/2020,SF,1,0,23,3,9,1,6,0,0,0,3,3,1,1,0,2,3,-12,7,0,0,13.75,13.1
M. Robinson,Knicks,Cavaliers,12/16/2020,C,1,0,32,5,7,0,0,3,4,4,6,10,1,0,4,0,5,10,13,1,0,36.5,38.5
E. Payton,Knicks,Cavaliers,12/16/2020,PG,1,0,25,2,12,0,4,1,2,0,2,2,7,1,1,2,2,-7,5,0,0,21,21.9
R. Barrett,Knicks,Cavaliers,12/16/2020,SG,1,0,33,6,12,1,4,3,3,0,6,6,2,0,0,2,0,13,16,0,0,26,24.2
O. Spellman,Knicks,Cavaliers,12/16/2020,PF,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,0,1,-3,0,0,0,1.5,1.5
O. Toppin,Knicks,Cavaliers,12/16/2020,PF,0,0,31,4,6,0,2,0,0,0,7,7,0,1,0,1,0,16,8,0,0,18.25,18.4
K. Knox II,Knicks,Cavaliers,12/16/2020,SF,0,0,22,5,8,3,5,3,4,0,4,4,2,0,0,0,3,8,16,0,0,25.5,23.8
D. Smith Jr.,Knicks,Cavaliers,12/16/2020,PG,0,0,16,3,6,2,4,0,0,0,0,0,4,5,2,2,1,0,8,0,0,28,33
I. Quickley,Knicks,Cavaliers,12/16/2020,SG,0,0,25,3,11,1,6,2,2,0,1,1,7,0,0,2,0,19,9,0,0,20.25,18.7
M. Muscala,Thunder,Spurs,12/12/2020,PF,1,0,17,5,5,4,4,4,4,0,3,3,1,0,0,0,1,14,18,0,0,25.25,23.1
I. Roby,Thunder,Spurs,12/12/2020,SF,1,0,25,2,4,2,2,1,2,1,10,11,2,3,1,5,2,-3,7,0,0,30.25,30.2
G. Hill,Thunder,Spurs,12/12/2020,PG,1,0,18,4,7,1,2,2,2,1,4,5,2,0,0,0,0,15,11,0,0,20.75,20
H. Diallo,Thunder,Spurs,12/12/2020,SG,1,0,27,7,14,0,0,0,0,4,6,10,1,0,0,3,2,7,14,1,0,28,24.5
S. Gilgeous-Alexander,Thunder,Spurs,12/12/2020,SG,1,0,20,4,8,1,3,3,3,0,3,3,4,1,1,1,1,19,12,0,0,25.75,26.6
A. Pokusevski,Thunder,Spurs,12/12/2020,PF,0,0,23,5,12,4,8,0,0,0,8,8,2,0,0,4,4,-1,14,0,0,27,22.6
A. Schofield,Thunder,Spurs,12/12/2020,F,0,0,18,0,2,0,2,0,0,0,2,2,1,0,0,1,1,-1,0,0,0,3.5,2.9
T.J. Leaf,Thunder,Spurs,12/12/2020,F,0,0,17,2,5,1,1,3,3,1,4,5,0,0,0,0,0,12,8,0,0,14.75,14
K. Williams,Thunder,Spurs,12/12/2020,SF,0,0,19,1,5,0,1,1,2,0,3,3,4,1,0,3,1,-5,3,0,0,13.25,12.6
M. Brown,Thunder,Spurs,12/12/2020,C,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,0,2,-3,0,0,0,3.25,4.2
F. Jackson,Thunder,Spurs,12/12/2020,PG,0,0,24,6,11,2,4,0,0,1,1,2,2,1,0,5,2,6,14,0,0,20,17.4
T. Maledon,Thunder,Spurs,12/12/2020,PG,0,0,29,7,14,2,4,4,4,0,5,5,2,0,0,1,4,5,20,0,0,29.75,28
L. Aldridge,Spurs,Thunder,12/12/2020,PF,1,0,25,5,16,3,10,1,1,1,5,6,2,0,0,3,3,-7,14,0,0,24.5,21.2
R. Gay,Spurs,Thunder,12/12/2020,SF,1,0,26,6,12,3,5,0,0,1,3,4,1,1,0,2,1,-8,15,0,0,24,22.3
J. Poeltl,Spurs,Thunder,12/12/2020,C,1,0,21,3,3,0,0,0,4,1,9,10,1,1,4,1,1,11,6,0,0,29.5,33.5
D. Murray,Spurs,Thunder,12/12/2020,PG,1,0,25,2,11,1,3,0,0,5,2,7,4,3,0,3,4,-5,5,0,0,24.75,25.4
D. DeRozan,Spurs,Thunder,12/12/2020,SG,1,0,24,4,10,1,1,3,3,1,0,1,7,1,0,1,2,-10,12,0,0,25.75,25.7
T. Lyles,Spurs,Thunder,12/12/2020,PF,0,0,23,1,9,0,4,0,0,0,3,3,3,0,0,0,1,-16,2,0,0,10.25,10.1
D. Eubanks,Spurs,Thunder,12/12/2020,PF,0,0,6,0,1,0,1,1,2,0,1,1,1,0,0,0,2,-11,1,0,0,3.75,3.7
L. Samanic,Spurs,Thunder,12/12/2020,PF,0,0,12,1,4,0,0,0,0,0,1,1,0,1,0,0,1,-5,2,0,0,5.25,6.2
C. Reynolds,Spurs,Thunder,12/12/2020,F,0,0,9,2,3,0,0,2,2,1,1,2,0,0,0,0,2,-6,6,0,0,8.5,8.4
K. Bates-Diop,Spurs,Thunder,12/12/2020,SF,0,0,4,0,1,0,0,3,4,1,0,1,0,0,0,0,0,2,3,0,0,4.25,4.2
P. Mills,Spurs,Thunder,12/12/2020,PG,0,0,20,9,16,4,7,2,2,0,1,1,0,0,0,0,1,-2,24,0,0,27.25,25.2
T. Jones,Spurs,Thunder,12/12/2020,PG,0,0,7,0,2,0,0,1,2,0,1,1,1,1,1,0,0,-8,1,0,0,7.75,9.7
L. Walker IV,Spurs,Thunder,12/12/2020,SG,0,0,13,2,5,1,3,0,0,0,1,1,1,0,0,0,2,-1,5,0,0,8.25,7.7
D. Vassell,Spurs,Thunder,12/12/2020,SG,0,0,25,3,8,2,4,4,5,0,6,6,2,3,1,0,3,1,12,0,0,31.5,34.2
A. Gordon,Magic,Hawks,12/13/2020,PF,1,0,19,5,14,1,2,4,5,4,2,6,0,3,0,2,4,-1,15,0,0,28,29.2
N. Vucevic,Magic,Hawks,12/13/2020,C,1,0,33,6,17,0,5,2,4,2,13,15,3,0,1,1,3,-15,14,1,0,40.25,38.5
M. Fultz,Magic,Hawks,12/13/2020,PG,1,0,31,9,19,2,2,1,2,0,5,5,4,2,0,1,1,-11,21,0,0,37.75,38
E. Fournier,Magic,Hawks,12/13/2020,SG,1,0,28,5,11,3,6,0,0,0,1,1,3,0,0,3,6,-6,13,0,0,18.75,15.7
D. Bacon,Magic,Hawks,12/13/2020,SG,1,0,29,4,10,0,2,0,0,0,3,3,2,1,0,0,2,-11,8,0,0,16.75,17.6
K. Birch,Magic,Hawks,12/13/2020,PF,0,0,14,1,3,0,0,4,4,1,4,5,0,0,2,0,1,9,6,0,0,16.25,18
G. Clark,Magic,Hawks,12/13/2020,PF,0,0,16,2,8,1,7,0,0,0,5,5,1,1,0,0,3,-13,5,0,0,15.25,15.5
C. Okeke,Magic,Hawks,12/13/2020,PF,0,0,13,1,3,1,3,0,0,0,2,2,1,1,0,0,2,2,3,0,0,9.5,9.9
M. Carter-Williams,Magic,Hawks,12/13/2020,PG,0,0,29,2,7,1,5,1,2,2,4,6,5,0,2,2,3,-3,6,0,0,24.5,24.7
C. Anthony,Magic,Hawks,12/13/2020,PG,0,0,27,6,10,2,4,2,4,0,4,4,4,2,0,1,2,4,16,0,0,31.5,31.8
J. Collins,Hawks,Magic,12/13/2020,PF,1,0,29,4,13,1,3,4,7,3,8,11,4,0,0,1,4,7,13,1,0,34.25,31.2
D. Hunter,Hawks,Magic,12/13/2020,SF,1,0,30,5,7,2,3,3,4,1,6,7,2,0,0,3,5,8,15,0,0,26.25,23.4
C. Capela,Hawks,Magic,12/13/2020,C,1,0,27,5,9,0,0,2,8,4,8,12,1,0,0,0,3,-11,12,1,0,30,27.9
T. Young,Hawks,Magic,12/13/2020,PG,1,0,32,6,13,4,8,5,6,0,4,4,7,1,1,8,4,-1,21,0,0,38.5,34.3
K. Huerter,Hawks,Magic,12/13/2020,SG,1,0,32,3,12,2,7,0,0,2,7,9,3,0,0,3,1,6,8,0,0,23.25,20.3
